Learning Rate,Epochs,Architecture,Activation,Optimizer,Batch Size,MSE,RMSE,RÂ²,Loss History,Val Loss History
0.01,30,"[244, 128, 64, 1]",tanh,mini_batch,32,7012.4329525342,83.74027079329394,-3.5182426048318094,"[6620.735838226458, 6628.515374690694, 6624.280111003357, 6618.881454936475, 6618.415559531602, 6618.766108506836, 6618.792732975941, 6619.453065818363, 6623.840630227215, 6619.406832367422, 6622.41982931511, 6621.883027145277, 6625.197501621995, 6623.76932178052, 6619.0759848482585, 6620.673526182414, 6621.404872130577, 6621.745283414137, 6620.996765520559, 6619.388389119719, 6617.309408857847, 6620.291426417563, 6620.059559279106, 6621.718232342402, 6622.856458134021, 6617.554070726546, 6621.535005844698, 6620.463711552086, 6621.605732251713, 6628.107953950874]","[7171.067801589389, 7171.067676450991, 7171.067610496524, 7171.067568241444, 7171.067537833238, 7171.067514562446, 7171.067495916408, 7171.067480546761, 7171.067467568913, 7171.067456440533, 7171.067446737537, 7171.067438211078, 7171.0674306333285, 7171.06742384438, 7171.067417722491, 7171.067412163422, 7171.067407081635, 7171.067402429874, 7171.067398149652, 7171.0673941949635, 7171.067390528909, 7171.067387119312, 7171.067383921517, 7171.067380944397, 7171.06737815711, 7171.067375536811, 7171.06737305638, 7171.067370730415, 7171.067368520992, 7171.06736644047]"
0.001,20,"[244, 128, 64, 1]",tanh,sgd,32,7012.432955538986,83.74027081123505,-3.518242606767849,"[6621.466485658546, 6621.416180441192, 6621.4156935504625, 6621.415498620515, 6621.415393578993, 6621.415328007579, 6621.415283252312, 6621.415250799053, 6621.415226212969, 6621.415206958281, 6621.415191480882, 6621.415178775547, 6621.415168163164, 6621.415159169153, 6621.415151452382, 6621.415144760745, 6621.4151389040335, 6621.415133736237, 6621.415129143498, 6621.415125035624]","[7171.069026046137, 7171.0681255036825, 7171.067832922705, 7171.067689432932, 7171.067604600816, 7171.067548728059, 7171.06750923063, 7171.067479867266, 7171.067457205777, 7171.0674392024675, 7171.067424564943, 7171.0674124361985, 7171.067402225816, 7171.067393516053, 7171.067386001178, 7171.067379452912, 7171.0673736972185, 7171.067368599459, 7171.067364053942, 7171.067359976261]"
0.001,30,"[244, 64, 1]",tanh,sgd,32,7012.4329954988125,83.7402710498289,-3.518242632514718,"[6621.55319424766, 6621.417964410188, 6621.416675576262, 6621.41617107527, 6621.415902302418, 6621.41573576283, 6621.415622687625, 6621.415541026286, 6621.415479364176, 6621.4154312046585, 6621.415392580388, 6621.4153609358655, 6621.415334551089, 6621.415312225392, 6621.415293096644, 6621.415276529823, 6621.4152620470295, 6621.415249281645, 6621.415237947913, 6621.415227819918, 6621.415218716773, 6621.41521049175, 6621.4152030248215, 6621.415196216723, 6621.4151899847075, 6621.415184259315, 6621.415178981747, 6621.415174101967, 6621.415169577036, 6621.415165369931]","[7171.071694839771, 7171.069357530772, 7171.068620133152, 7171.068263192566, 7171.068053906913, 7171.067916845219, 7171.067820354434, 7171.067748864401, 7171.067693846673, 7171.0676502372025, 7171.0676148481925, 7171.067585574943, 7171.067560972151, 7171.067540013175, 7171.067521951423, 7171.0675062306655, 7171.067492427405, 7171.06748021388, 7171.067469332907, 7171.067459579855, 7171.067450789492, 7171.067442827314, 7171.067435582624, 7171.067428963503, 7171.067422893026, 7171.067417306342, 7171.067412148348, 7171.067407372052, 7171.067402936925, 7171.067398808037]"
0.001,30,"[244, 128, 64, 1]",sigmoid,sgd,32,7012.43301617323,83.7402711732726,-3.5182426458356346,"[6621.47760454175, 6621.418076146758, 6621.416785164888, 6621.41626641737, 6621.415985550326, 6621.415809466004, 6621.415688807974, 6621.415601011502, 6621.41553429171, 6621.415481892941, 6621.415439665022, 6621.415404918298, 6621.415375833337, 6621.415351135566, 6621.415329905698, 6621.415311464037, 6621.415295297338, 6621.415281010808, 6621.415268295832, 6621.415256907706, 6621.415246649913, 6621.415237362851, 6621.415228915549, 6621.4152211995315, 6621.415214124194, 6621.415207613272, 6621.415201602125, 6621.415196035596, 6621.415190866336, 6621.415186053479]","[7171.071858251768, 7171.0695125992825, 7171.068748344143, 7171.068371431677, 7171.068147514783, 7171.0679993891345, 7171.067894255883, 7171.067815829626, 7171.067755115928, 7171.067706744794, 7171.067667313966, 7171.067634564272, 7171.067606937019, 7171.067583322527, 7171.067562909366, 7171.067545090611, 7171.067529403363, 7171.0675154883875, 7171.067503062759, 7171.067491900545, 7171.067481819247, 7171.0674726698135, 7171.067464329335, 7171.067456695553, 7171.067449682706, 7171.067443218335, 7171.067437240831, 7171.067431697429, 7171.067426542728, 7171.067421737412]"
0.001,20,"[244, 64, 1]",tanh,sgd,32,7012.433049055045,83.74027136960474,-3.5182426670220073,"[6621.509408933445, 6621.417866005607, 6621.41662753081, 6621.416140656502, 6621.415880602357, 6621.415719174663, 6621.415609421631, 6621.415530071134, 6621.415470095471, 6621.4154232150895, 6621.415385591585, 6621.415354747992, 6621.415329016481, 6621.415307232889, 6621.415288560352, 6621.415272381991, 6621.415258233276, 6621.415245757866, 6621.415234677945, 6621.41522477372]","[7171.071516559865, 7171.069288043063, 7171.068580150775, 7171.068236198348, 7171.06803401333, 7171.0679013580575, 7171.067807832477, 7171.067738453706, 7171.067685001801, 7171.0676425955735, 7171.067608156191, 7171.067579647813, 7171.067555672638, 7171.067535236879, 7171.067517616766, 7171.0675022726955, 7171.067488793939, 7171.06747686258, 7171.067466229064, 7171.067456694219]"
0.001,20,"[244, 128, 64, 1]",sigmoid,sgd,32,7012.43307425731,83.74027152008351,-3.5182426832603015,"[6621.465664951923, 6621.417874024717, 6621.416673903563, 6621.416190319102, 6621.415928053675, 6621.415763434481, 6621.415650528859, 6621.415568312246, 6621.415505793706, 6621.415456668045, 6621.415417059435, 6621.415384454418, 6621.415357152058, 6621.415333960215, 6621.415314018714, 6621.41529669137, 6621.415281497602, 6621.415268067627, 6621.415256112311, 6621.415245402327]","[7171.071547508361, 7171.069369069365, 7171.068656782628, 7171.068304811397, 7171.06809542619, 7171.067956770969, 7171.06785827915, 7171.067784757431, 7171.067727807598, 7171.067682412545, 7171.067645391429, 7171.067614631024, 7171.067588672765, 7171.067566477693, 7171.067547285894, 7171.067530528775, 7171.067515772472, 7171.067502680241, 7171.067490986728, 7171.067480480076]"
0.001,30,"[244, 64, 1]",sigmoid,sgd,32,7012.433121753198,83.74027180367399,-3.5182427138627963,"[6621.518793361299, 6621.420067936178, 6621.41797480615, 6621.41712077053, 6621.416653843259, 6621.4163589943255, 6621.416155806764, 6621.416007258942, 6621.415893917208, 6621.415804591135, 6621.415732381188, 6621.415672799623, 6621.41562280061, 6621.415580246303, 6621.415543590383, 6621.41551168657, 6621.415483667706, 6621.415458865571, 6621.415436756822, 6621.415416925653, 6621.415399037786, 6621.415382821105, 6621.415368052092, 6621.415354545392, 6621.415342145928, 6621.415330723045, 6621.4153201658955, 6621.415310379802, 6621.415301283354, 6621.415292806197]","[7171.074780592452, 7171.071012090771, 7171.069761756906, 7171.069138422351, 7171.068765198806, 7171.068516811532, 7171.068339652012, 7171.068206941667, 7171.068103835972, 7171.0680214291, 7171.067954066863, 7171.067897975358, 7171.067850547961, 7171.067809924031, 7171.0677747391555, 7171.067743970522, 7171.067716836793, 7171.067692730904, 7171.067671173214, 7171.06765178063, 7171.067634242999, 7171.067618306536, 7171.067603761909, 7171.06759043458, 7171.06757817808, 7171.067566868467, 7171.067556400362, 7171.067546683333, 7171.06753763943, 7171.06752920115]"
0.001,20,"[244, 64, 1]",sigmoid,sgd,32,7012.433245001975,83.74027253957307,-3.518242793274304,"[6621.512095585771, 6621.420088312578, 6621.417985722537, 6621.417128027805, 6621.41665919504, 6621.416363190776, 6621.416159229591, 6621.416010131828, 6621.415896381409, 6621.415806740228, 6621.41573428059, 6621.415674496955, 6621.415624332033, 6621.415581638738, 6621.415544864534, 6621.415512859518, 6621.415484753, 6621.415459874286, 6621.415437697924, 6621.415417806736]","[7171.074775186507, 7171.071007866202, 7171.069758242851, 7171.069135398275, 7171.068762532023, 7171.068514426603, 7171.0683374816745, 7171.068204950736, 7171.068101992521, 7171.068019711876, 7171.06795245683, 7171.067896459678, 7171.067849115594, 7171.067808565018, 7171.067773445451, 7171.067742735929, 7171.067715655717, 7171.067691598379, 7171.067670084775, 7171.067650732603]"
0.01,30,"[244, 64, 1]",tanh,mini_batch,32,7012.4332628148595,83.740272645931,-3.5182428047514813,"[6623.1504103664465, 6620.530749131044, 6618.176151491046, 6623.522491850599, 6620.4830556281995, 6621.125331706105, 6618.41411669652, 6620.159103622369, 6621.745795617192, 6624.710101620836, 6621.899312241177, 6624.575146023409, 6621.4657254455415, 6621.72392790155, 6626.635016785686, 6620.497456527133, 6619.654957089763, 6623.543649716461, 6620.260866773017, 6622.962367310658, 6619.642627994, 6621.515127199072, 6621.79196029694, 6619.463481385008, 6621.407190456268, 6621.501251942566, 6617.941110616384, 6620.122130056222, 6626.462303337354, 6622.772641874778]","[7171.079215230288, 7171.073542886219, 7171.071490637129, 7171.070435768921, 7171.0697957652155, 7171.06936718009, 7171.069060708736, 7171.068830854454, 7171.068652374433, 7171.068509955391, 7171.0683937755075, 7171.068297209455, 7171.068215636022, 7171.068145980158, 7171.068085761551, 7171.0680332107, 7171.067986926814, 7171.067945923702, 7171.067909320015, 7171.067876465828, 7171.067846812588, 7171.067819895704, 7171.067795397365, 7171.06777298452, 7171.067752403541, 7171.0677334541415, 7171.067715948349, 7171.067699726637, 7171.0676846481065, 7171.067670599263]"
0.01,30,"[244, 128, 64, 1]",sigmoid,mini_batch,32,7012.433354037244,83.7402731906055,-3.5182428635277816,"[6624.519539042036, 6619.671258089289, 6621.298763108424, 6618.430884152646, 6620.094893729584, 6622.223097964834, 6619.992906449802, 6623.929450691851, 6622.217864676476, 6622.84305494215, 6619.923439855, 6624.413649160583, 6623.64710089146, 6619.188626145109, 6623.139394487423, 6618.649308601237, 6619.742689759398, 6622.3991157283635, 6621.026971256749, 6622.982316970012, 6622.230517554031, 6621.908775672698, 6621.617743251458, 6622.333720584847, 6619.149920732278, 6623.749585273607, 6618.0878589045515, 6621.519293270068, 6619.847056604193, 6620.954239712581]","[7171.083448019718, 7171.075250202122, 7171.07252616757, 7171.071175131618, 7171.070370444493, 7171.069837633242, 7171.0694593824965, 7171.069177176171, 7171.068958785096, 7171.068784857145, 7171.0686431542645, 7171.068525464583, 7171.068426250896, 7171.068341503132, 7171.068268259517, 7171.0682043745555, 7171.068148149795, 7171.068098291159, 7171.068053792889, 7171.0680138281805, 7171.067977748728, 7171.067945017592, 7171.067915193609, 7171.067887906744, 7171.067862853144, 7171.067839760989, 7171.067818424379, 7171.067798637931, 7171.067780247309, 7171.067763107071]"
0.01,20,"[244, 64, 1]",tanh,mini_batch,32,7012.433495855317,83.74027403737891,-3.5182429549038368,"[6621.06490761115, 6618.74789090727, 6626.740968788357, 6624.075611836296, 6620.8858542983335, 6621.482840166743, 6619.447608698343, 6617.6828582193875, 6619.760102655649, 6619.842125021526, 6622.231742809395, 6620.126326889713, 6622.078961465615, 6620.285966277398, 6622.294325176611, 6621.368248880471, 6621.015566741907, 6623.0999643108735, 6624.236618926337, 6622.725122399918]","[7171.082491566335, 7171.074702411615, 7171.07211293078, 7171.070836996554, 7171.0700824248215, 7171.069585714009, 7171.069234833511, 7171.06897430266, 7171.068773498289, 7171.06861418787, 7171.06848476965, 7171.068377675915, 7171.068287638986, 7171.0682109022655, 7171.06814479662, 7171.06808724514, 7171.068036696492, 7171.06799196481, 7171.067952138666, 7171.067916432069]"
0.01,20,"[244, 128, 64, 1]",sigmoid,mini_batch,32,7012.433553579617,83.74027438204163,-3.51824299209669,"[6620.259088750622, 6621.884355834946, 6618.324682329929, 6619.770456366101, 6617.920950425394, 6622.944102199212, 6619.03177162737, 6621.158897031326, 6622.554437893718, 6620.282203056205, 6622.3745878252985, 6617.993537401077, 6623.166836525673, 6617.6110297967925, 6619.726919035193, 6620.662156103882, 6619.119233257221, 6621.682655317411, 6621.362504488879, 6620.8616233792545]","[7171.07649189552, 7171.072972186505, 7171.071378967022, 7171.070474045033, 7171.069892202202, 7171.069487125976, 7171.069189358111, 7171.068961376533, 7171.068781349556, 7171.06863569973, 7171.0685154506855, 7171.068414573422, 7171.068328707158, 7171.068254804302, 7171.068190505007, 7171.068134067591, 7171.068084154873, 7171.068039692512, 7171.067999841928, 7171.067963926652]"
0.01,30,"[244, 64, 1]",sigmoid,mini_batch,32,7012.433663987342,83.74027504126877,-3.5182430632344657,"[6621.835427558919, 6617.938557772815, 6622.938403532664, 6617.65874672513, 6621.962843054836, 6621.415569000766, 6627.157124540663, 6622.903591558251, 6621.356893702621, 6621.535157789164, 6620.295749731978, 6620.142529268254, 6620.971023455561, 6624.515513185258, 6622.05531666355, 6621.93280793943, 6625.242348768777, 6621.829387338427, 6618.310007991055, 6619.7526862689565, 6621.48050657496, 6621.427203725096, 6618.651110840059, 6619.799682594718, 6617.836836691764, 6622.960112936327, 6624.685927187778, 6618.670125677532, 6623.5777750487205, 6621.81722960417]","[7171.090566285753, 7171.079151322099, 7171.075233643238, 7171.073256337784, 7171.072064081737, 7171.071267378114, 7171.070697332425, 7171.070269619611, 7171.069936850437, 7171.069670581406, 7171.0694527243595, 7171.069271192657, 7171.0691175969905, 7171.068985935422, 7171.0688718691345, 7171.068772080399, 7171.068684031838, 7171.068605808996, 7171.068535852266, 7171.068472898324, 7171.068415951695, 7171.068364192018, 7171.0683169571275, 7171.068273664119, 7171.068233852279, 7171.068197094852, 7171.068163069633, 7171.068131496989, 7171.068102097788, 7171.068074669367]"
0.01,20,"[244, 64, 1]",sigmoid,mini_batch,32,7012.434057127957,83.74027738864946,-3.5182433165423683,"[6621.468047675448, 6619.224304632953, 6626.048563408192, 6619.343955329143, 6621.998583636443, 6619.895180177326, 6619.936315864465, 6621.497583121548, 6622.2556570920915, 6622.4493029483465, 6617.719529722917, 6623.529606673719, 6621.602323706263, 6621.058911678172, 6620.299774563714, 6624.207963533628, 6622.275132343121, 6616.1858475843055, 6620.495815345892, 6619.052324549681]","[7171.090711420633, 7171.079177751614, 7171.075239439344, 7171.073256405061, 7171.072062130435, 7171.071264572878, 7171.0706944095145, 7171.070266599432, 7171.0699337512015, 7171.069667490247, 7171.069449727472, 7171.069268240561, 7171.069114709347, 7171.068983166785, 7171.068869208892, 7171.068769503885, 7171.06868156908, 7171.068603462512, 7171.068533564274, 7171.068470691184]"
0.001,30,"[244, 128, 64, 1]",tanh,mini_batch,32,7012.434636625086,83.74028084873542,-3.518243689923281,"[6623.263066403251, 6620.320878078347, 6620.940911791917, 6624.933119544384, 6625.468110859289, 6619.085057163377, 6621.652645476569, 6622.38424951275, 6620.867632414375, 6625.549599908068, 6623.066911918475, 6621.530478465913, 6620.6639362803935, 6622.654991315453, 6624.419031520881, 6620.849271541252, 6621.976548431995, 6624.22499867137, 6621.790300230848, 6621.522399576293, 6619.368691179875, 6622.928229341372, 6620.359771543103, 6619.118892569173, 6624.831913843628, 6623.33544455066, 6620.309805555786, 6622.121949323913, 6620.128431666726, 6620.755875025253]","[7171.139199508685, 7171.100816309527, 7171.088772882835, 7171.082966117448, 7171.079571182026, 7171.0773538561425, 7171.075796767633, 7171.074645228209, 7171.073760091312, 7171.07305964115, 7171.072491878751, 7171.072022779048, 7171.071628852633, 7171.071293584421, 7171.071004887237, 7171.070753909074, 7171.0705337161835, 7171.070338956671, 7171.070165504196, 7171.070010195368, 7171.069870302653, 7171.069743618039, 7171.069628440301, 7171.069523258101, 7171.069426851531, 7171.069338158797, 7171.069256318776, 7171.069180547319, 7171.069110248587, 7171.069044820661]"
0.001,20,"[244, 128, 64, 1]",tanh,mini_batch,32,7012.435564236911,83.74028638735905,-3.518244287601048,"[6623.002408474415, 6622.533601323681, 6619.237991391635, 6620.134311561632, 6621.551298523384, 6620.203000358182, 6618.690533367195, 6619.501968378258, 6624.522014592993, 6624.2033829596685, 6616.410340296858, 6620.083246380882, 6620.448724904404, 6621.516605868955, 6623.461537665892, 6622.063902704333, 6620.601705423025, 6623.0554509397225, 6623.189824616038, 6620.511880682697]","[7171.137727309818, 7171.100035870167, 7171.08826093134, 7171.082588897137, 7171.079275996977, 7171.077110960115, 7171.07559153761, 7171.074467880424, 7171.073604259862, 7171.072921140557, 7171.072367668653, 7171.071910243854, 7171.071526052513, 7171.071199181537, 7171.070917568008, 7171.0706726618655, 7171.070457806476, 7171.070267867254, 7171.070098670504, 7171.069947167698]"
0.001,30,"[244, 64, 1]",tanh,mini_batch,32,7012.437499069002,83.74029793993452,-3.5182455342497994,"[6623.373099813243, 6621.092423679542, 6623.442796161108, 6621.892448767338, 6619.152973358049, 6623.964924498525, 6622.91868206631, 6620.969431303888, 6626.368636956719, 6619.10345209096, 6621.0160423786065, 6624.103272865651, 6624.940005867242, 6622.710021939574, 6620.160790612821, 6619.533258368317, 6620.449652660429, 6626.3372285914065, 6620.529939435056, 6619.437600586677, 6626.730823720662, 6625.555158419126, 6619.950135477909, 6621.262703421985, 6623.539829842741, 6621.013064849261, 6621.823606965544, 6621.08060672416, 6619.354267186863, 6619.041231482039]","[7171.277645631514, 7171.162923768483, 7171.127838276362, 7171.111139063938, 7171.101460211771, 7171.095174749533, 7171.090780385119, 7171.087543684877, 7171.08506314851, 7171.083105712403, 7171.0815233803, 7171.080218356564, 7171.079124981954, 7171.078196088159, 7171.077397682635, 7171.076704182807, 7171.076096538381, 7171.075559883136, 7171.075082712967, 7171.07465571022, 7171.074271481824, 7171.073923859635, 7171.073608061334, 7171.073319973297, 7171.073056028852, 7171.0728134418605, 7171.07258970279, 7171.0723827944985, 7171.072190851696, 7171.072012356867]"
0.001,30,"[244, 128, 64, 1]",sigmoid,mini_batch,32,7012.43785660325,83.74030007471463,-3.518245764615849,"[6619.669724720128, 6620.832928841433, 6618.8179265785975, 6620.613603252135, 6622.376151645105, 6621.220124367017, 6622.917379877444, 6622.980021912578, 6619.119626126551, 6622.554126214734, 6622.828429780705, 6622.02259202318, 6621.676656748594, 6622.952207719687, 6620.218382692414, 6620.418371077433, 6624.392557150282, 6619.586747839296, 6624.358652788697, 6624.8264933485025, 6621.597847856091, 6622.52030353552, 6621.094097873956, 6621.409989953609, 6620.018879741527, 6618.62683580004, 6622.224702054637, 6621.451746465895, 6622.586340018585, 6623.758732533783]","[7171.25103249589, 7171.155019896593, 7171.124320480666, 7171.109327338544, 7171.100479423884, 7171.094656655954, 7171.09054062307, 7171.087480876095, 7171.0851196748445, 7171.083242890043, 7171.081716485708, 7171.080451275555, 7171.0793859809555, 7171.078476873887, 7171.077692399224, 7171.077008576947, 7171.076407178524, 7171.075874570657, 7171.07539942443, 7171.074972994191, 7171.074588368869, 7171.07423961425, 7171.073922019296, 7171.073631586112, 7171.0733650337215, 7171.07311954776, 7171.072892676085, 7171.072682434578, 7171.072487063595, 7171.07230504268]"
0.001,20,"[244, 64, 1]",tanh,mini_batch,32,7012.440194224307,83.74031403227663,-3.518247270789116,"[6624.894127450837, 6618.125112823063, 6620.5435476838875, 6620.850446713266, 6624.133147263235, 6620.253396028229, 6621.371088617294, 6621.4769189107665, 6621.54943295507, 6621.795934079098, 6621.757490956614, 6621.683982102839, 6621.616722542547, 6621.0175905517945, 6619.2018714371525, 6623.055829151352, 6620.938519886509, 6623.330498646725, 6621.860513954659, 6623.353322095756]","[7171.2615755456645, 7171.157491199693, 7171.125009762511, 7171.109381003251, 7171.100256059663, 7171.094300164708, 7171.090118033217, 7171.087025806027, 7171.084650006208, 7171.082769795518, 7171.081246311365, 7171.079987602503, 7171.078930611549, 7171.078031148519, 7171.077257084245, 7171.076583748683, 7171.0759929552305, 7171.075470685786, 7171.0750055956205, 7171.074589080569]"
0.001,20,"[244, 128, 64, 1]",sigmoid,mini_batch,32,7012.440409745022,83.74031531911629,-3.5182474096531715,"[6625.800616703155, 6620.572030461149, 6621.258752597377, 6621.458670119553, 6619.587843918374, 6621.014793500491, 6617.91954457278, 6618.412351184753, 6622.624250882994, 6622.518979970246, 6620.22604728979, 6616.98125001785, 6621.3174092769, 6621.905295613478, 6622.331343594856, 6621.840287425935, 6620.266073168846, 6622.905126298044, 6618.803490361648, 6618.0795668236005]","[7171.240171558453, 7171.151120130545, 7171.122184526452, 7171.107943722482, 7171.099498706053, 7171.093919203849, 7171.089964682322, 7171.087017427989, 7171.084737394527, 7171.082922445809, 7171.081444190954, 7171.080217565938, 7171.07918305923, 7171.0782993409375, 7171.077535833025, 7171.076869678426, 7171.076283519962, 7171.075763758364, 7171.075299969711, 7171.074883488231]"
0.001,30,"[244, 64, 1]",sigmoid,mini_batch,32,7012.440818208857,83.74031775798834,-3.5182476728341125,"[6625.104652635734, 6621.498519193465, 6620.521227148948, 6623.059081070754, 6621.547182019874, 6620.626804782181, 6618.702691055689, 6619.766507432918, 6623.3809723589, 6622.1796069832335, 6619.857406353875, 6619.102884180926, 6619.777668682538, 6620.840952854667, 6621.852844639714, 6620.857117207443, 6620.634713478205, 6618.478121722974, 6623.427423470968, 6620.179608949472, 6623.636086093444, 6622.956580625638, 6619.821140810493, 6623.280511916847, 6619.060941076447, 6623.615275668863, 6623.74871079786, 6619.912668214599, 6619.107746178725, 6620.690995949761]","[7171.314376446658, 7171.189777034542, 7171.148590387109, 7171.128082397853, 7171.115815907915, 7171.107655375741, 7171.1018375357335, 7171.097479606781, 7171.094093729255, 7171.091388244657, 7171.089177071748, 7171.087336226772, 7171.08577981491, 7171.08444661182, 7171.083291899489, 7171.082282245851, 7171.081391949628, 7171.080601091011, 7171.079893577087, 7171.079257273495, 7171.078681732008, 7171.078158754356, 7171.077681568193, 7171.077244223223, 7171.0768421654075, 7171.076471073249, 7171.0761275844025, 7171.07580883839, 7171.075512186987, 7171.075235387963]"
0.001,20,"[244, 64, 1]",sigmoid,mini_batch,32,7012.444717484345,83.74034103993334,-3.5182501852107384,"[6621.268628855694, 6620.548317256929, 6618.091814617881, 6623.41717159419, 6621.842908464284, 6617.060245168122, 6622.7569061191425, 6622.68612842525, 6619.208235192665, 6625.770216803528, 6620.676590438704, 6624.095770452835, 6622.101760541251, 6619.0565893132025, 6618.646139477681, 6622.021804140025, 6620.506928426518, 6622.938200363578, 6619.386694999916, 6620.572349946053]","[7171.315537824092, 7171.190281414429, 7171.148920419661, 7171.128329264227, 7171.116013238341, 7171.107823128941, 7171.101981143346, 7171.097606000542, 7171.094208045602, 7171.091491457917, 7171.089271824141, 7171.087423322575, 7171.085860625636, 7171.084522517242, 7171.083363646801, 7171.082349940275, 7171.081456011181, 7171.080661778635, 7171.079951629073, 7171.0793127884235]"
0.01,20,"[244, 128, 64, 1]",tanh,batch,32,7012.447133392299,83.74035546492682,-3.5182517418257273,"[6752.873568803031, 6628.561851842967, 6627.009183068494, 6623.704003206444, 6621.550322603712, 6621.50265234873, 6621.480493117151, 6621.4675134734125, 6621.4589409867585, 6621.452838929866, 6621.44826564117, 6621.44470621034, 6621.441854612081, 6621.439517233748, 6621.437565459045, 6621.435910432946, 6621.434488759224, 6621.433253968827, 6621.432171209864, 6621.43121382201]","[7178.979542149323, 7177.194834646904, 7173.433644583782, 7171.200089017982, 7171.1535818702605, 7171.131883763403, 7171.119144448834, 7171.11071693216, 7171.104710736914, 7171.10020497221, 7171.096695350829, 7171.0938818097, 7171.091574324943, 7171.089646561764, 7171.088011180693, 7171.086605829239, 7171.085384779171, 7171.084313718069, 7171.08336638718, 7171.082522343586]"
0.01,30,"[244, 128, 64, 1]",tanh,batch,32,7012.452284317007,83.74038622025222,-3.518255060663515,"[6770.6718519477345, 6629.224781351442, 6628.038159438189, 6625.443803020027, 6622.003146594164, 6621.629370532947, 6621.555077421407, 6621.520691868755, 6621.500555237636, 6621.487236737197, 6621.477735334672, 6621.470595724902, 6621.465023228964, 6621.460545832154, 6621.4568649334515, 6621.453782122578, 6621.451160258537, 6621.448901427827, 6621.446933802567, 6621.445203463075, 6621.443669122734, 6621.442298618406, 6621.441066512206, 6621.439952413895, 6621.438939782886, 6621.438015056868, 6621.437167007477, 6621.436386256776, 6621.435664909454, 6621.434996269663]","[7179.715292488285, 7178.468505515293, 7175.4450202513335, 7171.635772425505, 7171.27879027869, 7171.207022307752, 7171.173419463939, 7171.153583295579, 7171.140386824063, 7171.130930361904, 7171.1237992526085, 7171.118217185328, 7171.113721152406, 7171.110017228302, 7171.106909524529, 7171.104262290873, 7171.101978385298, 7171.099986401431, 7171.0982326388275, 7171.09667591156, 7171.095284087381, 7171.094031718454, 7171.09289838125, 7171.091867489221, 7171.0909254279495, 7171.090060914844, 7171.089264518007, 7171.088528289867, 7171.087845484809, 7171.087210339087]"
